RatingID,Symbol,AgencyID,Date,Rating
698,SPR,3,4/22/2015,BB
699,SPR,3,3/17/2016,BBB
700,SPR,3,3/4/2014,B
701,WMB,3,6/22/2015,BB
702,WMB,3,6/24/2011,BB
703,WMB,3,12/30/2015,BB
704,WMB,3,7/1/2016,BB
705,WMB,3,2/16/2012,BB
706,ATKR,3,12/7/2016,B
707,RCII,3,10/26/2011,BB
708,RCII,3,6/3/2014,B
709,RCII,3,6/3/2015,B
710,RCII,3,11/23/2016,B
711,RCII,3,6/17/2016,B
712,JBLU,4,7/15/2015,BBB
713,JBLU,1,1/8/2015,BB
714,JBLU,1,12/24/2013,BB
715,ADM,4,6/15/2012,A
716,ADM,4,8/8/2016,A
717,ADM,1,5/27/2014,A
718,ADM,1,9/21/2015,A
719,ADM,1,12/3/2014,A
720,MOS,4,11/1/2016,BBB
721,MOS,4,6/15/2012,BBB
722,PPL,1,3/19/2014,BBB
723,PPL,1,12/4/2014,A
724,PPL,1,6/12/2013,BB
725,PPL,1,10/6/2015,BBB
726,KEX,4,6/15/2012,BBB
727,KEX,4,9/22/2015,BBB
728,KEX,2,11/29/2012,BBB
729,BSX,4,6/15/2012,BBB
730,BSX,1,8/16/2013,BB
731,BSX,1,10/28/2014,BB
732,BSX,4,12/7/2016,BBB
733,BSX,1,7/30/2015,BB
734,SPWR,1,9/20/2013,CCC
735,GD,1,5/5/2015,AA
736,GD,1,10/28/2013,A
737,GD,4,11/1/2012,A
738,GD,1,8/4/2015,AA
739,GD,4,8/9/2016,A
740,GD,4,6/15/2012,A
741,HDS,3,4/15/2016,B
742,HDS,3,12/21/2016,B
743,TEN,1,2/4/2015,BBB
744,TEN,1,7/31/2013,BBB
745,TEN,1,10/29/2015,A
746,TEN,3,12/14/2016,BBB
747,BAM,3,9/20/2016,BBB
748,CTAS,1,10/1/2015,A
749,CTAS,1,10/1/2014,A
750,CTAS,1,10/9/2013,A
751,EE,1,11/30/2015,A
752,EE,1,6/13/2014,A
753,EE,1,12/18/2014,A
754,NOC,1,5/12/2014,A
755,NOC,2,5/29/2013,BBB
756,NOC,1,5/11/2015,A
757,NOC,1,9/16/2015,A
758,NOC,4,11/28/2016,BBB
759,TKR,4,8/31/2015,BBB
760,TKR,4,8/13/2014,BBB
761,ANTM,1,8/6/2014,BBB
762,ANTM,1,10/29/2013,BBB
763,EC,3,3/18/2011,BBB
764,EC,3,6/30/2015,BBB
765,EC,3,1/29/2016,BBB
766,EC,3,8/16/2012,BBB
767,EC,4,6/15/2012,BBB
768,EC,4,9/10/2013,BBB
769,CCZ,4,2/17/2016,A
770,CCZ,4,6/15/2012,BBB
771,CCZ,4,2/13/2013,A
772,CCZ,4,8/5/2014,A
773,CCZ,4,7/12/2016,A
774,CCZ,4,2/21/2014,A
775,HPQ,1,1/15/2014,BBB
776,HPQ,4,6/15/2012,A
777,HPQ,1,4/7/2015,BBB
778,HPQ,4,11/28/2012,BBB
779,KMT,1,2/10/2015,BBB
780,KMT,1,2/14/2014,A
781,KMT,4,1/20/2016,BBB
782,BG,1,8/15/2014,BB
783,BG,1,11/8/2013,BBB
784,BG,1,11/27/2015,BBB
785,BG,3,4/23/2012,BB
786,BG,3,11/29/2016,BB
787,BG,3,4/27/2011,BB
788,BG,3,4/9/2013,BB
789,ORAN,2,6/9/2015,BBB
790,ORAN,2,9/22/2015,BBB
791,ORAN,4,11/1/2016,BBB
792,HUBG,4,1/27/2016,CCC
793,HUBG,4,12/3/2014,CCC
794,HUBG,4,9/10/2013,CCC
795,FIS,3,5/28/2015,BBB
796,FIS,3,1/11/2016,BBB
797,FIS,3,1/24/2014,BBB
798,FIS,3,1/17/2013,BBB
799,FIS,3,3/5/2012,BB
800,KTOS,3,12/16/2016,CCC
801,KTOS,3,5/6/2014,B
802,KTOS,3,4/17/2015,B
803,KTOS,3,3/30/2016,B
804,WLK,3,8/8/2016,BBB
805,WLK,4,6/15/2012,BBB
806,WLK,4,7/10/2012,BBB
807,SCCO,1,11/17/2015,BBB
808,SCCO,1,8/19/2014,BBB
809,SCCO,1,9/13/2013,BBB
810,SCCO,4,6/15/2012,BBB
811,SCCO,3,10/17/2016,BBB
812,SCCO,4,8/27/2012,BBB
813,TXT,1,12/27/2013,BBB
814,TXT,3,1/20/2016,BBB
815,TXT,3,4/29/2013,BBB
816,BIIB,1,11/5/2013,AA
817,BIIB,4,9/10/2015,BBB
818,BIIB,1,10/23/2014,AA
819,BIIB,4,6/15/2012,BBB
820,BIIB,3,4/17/2013,A
821,BIIB,3,12/22/2010,BBB
822,SBUX,4,11/25/2013,BBB
823,SBUX,1,11/19/2014,A
824,SBUX,4,9/15/2015,A
825,SBUX,4,6/15/2012,BBB
826,SBUX,4,4/29/2013,BBB
827,SBUX,3,12/14/2016,A
828,CLW,4,1/17/2013,BB
829,CLW,4,7/24/2014,BB
830,WTI,3,10/17/2012,B
831,WTI,3,9/13/2016,B
832,WTI,3,4/21/2016,CC
833,WTI,3,4/23/2015,B
834,WTI,3,4/30/2014,B
835,WTI,3,6/1/2011,B
836,WTI,3,4/26/2012,B
837,IRCP,3,6/28/2016,B
838,IRCP,2,6/15/2012,B
839,IRCP,2,8/1/2014,B
840,IRCP,2,11/30/2012,B
841,NFG,4,5/21/2014,A
842,NFG,4,2/18/2016,BBB
843,NFG,4,6/15/2012,BBB
844,NFG,1,12/15/2014,A
845,NFG,4,2/12/2013,BBB
846,AVA,1,6/3/2015,A
847,AVA,1,12/7/2015,A
848,AVA,1,3/26/2014,A
849,AVA,4,6/15/2012,A
850,CMP,3,6/26/2015,BB
851,CMP,3,9/29/2016,BB
852,CMP,3,6/16/2016,BB
853,CMP,3,6/12/2014,BB
854,NWL,3,4/22/2016,BBB
855,NWL,1,7/29/2013,A
856,NWL,1,7/7/2014,A
857,NWL,4,6/15/2012,BB
858,NWL,2,10/27/2016,BBB
859,EL,4,6/15/2012,A
860,EL,4,8/1/2012,A
861,EL,4,5/5/2016,A
862,EL,4,6/1/2015,A
863,CNI,4,10/31/2013,A
864,CNI,4,7/28/2016,A
865,CNI,4,8/28/2014,A
866,CNI,4,9/15/2015,A
867,CNI,4,6/15/2012,A
868,CNI,4,11/8/2012,A
869,GOLD,4,6/15/2012,BBB
870,GOLD,3,5/26/2014,BBB
871,GOLD,3,7/30/2012,BBB
872,GOLD,3,3/2/2015,BBB
873,AUY,2,6/25/2014,BBB
874,AUY,3,8/31/2016,BB
875,RS,1,4/30/2015,BBB
876,RS,1,10/27/2015,BBB
877,RS,3,4/17/2012,BBB
878,RS,3,4/3/2013,BBB
879,RS,1,3/28/2014,BBB
880,NUE,1,2/3/2014,BBB
881,NUE,1,7/29/2014,BBB
882,NUE,1,10/27/2015,BBB
883,NUE,4,10/22/2012,A
884,NUE,4,6/15/2012,A
885,VRSK,1,10/29/2015,BBB
886,VRSK,1,3/10/2015,BBB
887,VRSK,1,9/6/2013,BBB
888,AVGO,3,5/28/2015,A
889,AVGO,4,6/15/2012,A
890,AVGO,1,8/11/2015,A
891,AVGO,4,8/13/2012,A
892,YRCW,1,12/19/2014,B
893,YRCW,1,8/26/2013,CC
894,YRCW,1,12/2/2015,B
895,CCEP,4,5/18/2016,A
896,PAA,1,2/26/2014,A
897,PAA,4,11/15/2016,BBB
898,PAA,4,6/15/2012,BBB
899,PAA,3,8/11/2015,BBB
900,PAA,1,8/27/2014,A
901,PAA,3,6/28/2013,BBB
902,PAA,3,5/16/2011,BBB
903,DAR,4,9/27/2013,BB
904,DAR,4,6/15/2012,BB
905,DAR,4,9/18/2012,BBB
906,DAR,3,10/24/2016,BB
907,DAR,3,9/29/2015,BB
908,TGNA,4,6/15/2012,BB
909,TGNA,3,9/3/2014,BB
910,TGNA,3,5/9/2014,BB
911,TGNA,3,4/25/2016,BB
912,TGNA,3,6/13/2013,BB
913,DIS,3,1/9/2015,A
914,DIS,3,12/12/2012,A
915,DIS,3,12/22/2011,A
916,DIS,3,1/8/2016,A
917,DIS,3,12/23/2010,A
918,DIS,3,12/17/2013,A
919,DIS,3,8/31/2016,A
920,RSG,3,11/26/2013,BBB
921,G,3,7/1/2015,BBB
922,G,4,1/10/2014,BB
923,G,4,8/6/2012,BB
924,AGCO,1,8/2/2013,BBB
925,AGCO,4,6/15/2012,BB
926,AGCO,3,8/12/2015,BBB
927,AGCO,3,8/18/2016,BBB
928,AGCO,1,2/11/2015,BBB
929,AGCO,3,9/17/2012,BBB
930,HCA,1,11/30/2015,BB
931,HCA,1,12/13/2013,B
932,HCA,1,5/29/2015,B
933,HCA,1,6/7/2013,B
934,FCX,4,1/27/2016,B
935,FCX,4,11/10/2014,BBB
936,FCX,4,6/15/2012,BBB
937,FCX,2,3/1/2013,BBB
938,FOE,1,4/15/2014,B
939,FOE,1,12/7/2015,B
940,FOE,1,4/7/2015,B
941,FOE,4,6/15/2012,B
942,VSH,3,6/28/2016,BB
943,VSH,3,6/1/2012,BB
944,VSH,3,6/26/2015,BB
945,VSH,3,6/28/2011,BB
946,VSH,3,6/26/2013,BB
947,VSH,3,6/25/2014,BB
948,NVDA,3,9/21/2016,BBB
949,NVDA,3,12/20/2013,BB
950,NVDA,3,11/21/2014,BB
951,NVDA,3,11/20/2015,BB
952,VFC,4,6/7/2016,B
953,VFC,1,10/22/2014,A
954,VFC,1,7/22/2013,A
955,VFC,4,6/15/2012,A
956,VFC,3,8/29/2016,CCC
957,FCN,3,11/9/2012,BB
958,FCN,3,11/14/2014,BB
959,FCN,3,11/16/2015,BB
960,FCN,3,3/12/2014,BB
961,FCN,3,8/8/2016,BB
962,ACCO,1,11/17/2014,BB
963,ACCO,2,6/15/2012,BB
964,ACCO,1,2/18/2014,BB
965,ACCO,1,10/30/2015,BB
966,ACCO,3,12/8/2016,BB
967,ACCO,2,4/3/2013,BB
968,IBM,3,12/18/2015,AA
969,IBM,3,6/30/2011,A
970,IBM,3,2/13/2015,AA
971,IBM,3,6/30/2014,AA
972,IBM,3,5/20/2013,AA
973,IBM,3,5/30/2012,AA
974,MT,4,11/6/2012,BB
975,MT,4,3/25/2014,BB
976,BAK,3,8/8/2014,BBB
977,BAK,3,12/4/2015,BBB
978,AAPL,3,5/20/2016,AA
979,AAPL,3,5/28/2015,AA
980,AAL,1,11/12/2013,BB
981,AAL,4,6/30/2015,B
982,SM,3,8/9/2016,B
983,SM,3,1/16/2015,BB
984,SM,3,2/9/2016,B
985,SM,3,6/18/2013,BB
986,SM,3,4/10/2014,BB
987,SM,3,5/7/2012,BB
988,CXO,4,6/15/2012,B
989,CXO,1,8/11/2015,BB
990,CXO,1,9/24/2014,BB
991,CXO,4,8/14/2012,B
992,CXO,3,8/19/2016,BBB
993,DGX,1,2/12/2014,BBB
994,DGX,4,5/23/2016,BBB
995,DGX,4,6/15/2012,BBB
996,DGX,1,10/28/2014,BBB
997,CENT,1,6/18/2014,B
998,CENT,1,8/28/2014,B
999,CENT,1,12/16/2015,B
1000,CENT,4,6/15/2012,B
1001,EQR,1,5/28/2014,BBB
1002,EQR,1,9/14/2015,BBB
1003,EQR,1,5/12/2015,BBB
1004,KW,3,3/19/2014,BB
1005,KW,3,7/29/2015,BB
1006,KW,3,3/28/2013,BB
1007,KW,3,12/12/2014,BB
1008,KW,3,7/15/2016,BB
1009,CLX,2,6/15/2012,BBB
1010,CLX,4,9/12/2012,BBB
1011,PBFX,3,5/4/2015,B
1012,PBFX,3,12/16/2016,BB
1013,PBFX,3,3/14/2016,B
1014,LNT,1,9/2/2015,A
1015,LNT,1,3/19/2015,A
1016,LNT,1,1/8/2014,A
1017,LNT,4,6/15/2012,BBB
1018,LNT,4,7/5/2016,BBB
1019,EVC,3,7/10/2014,BB
1020,EVC,3,6/12/2013,B
1021,EVC,3,7/18/2016,BB
1022,EVC,3,5/15/2014,BB
1023,EVC,4,6/15/2012,B
1024,EVC,3,7/20/2015,BB
1025,PEP,3,3/27/2013,A
1026,PEP,3,4/21/2016,A
1027,PEP,3,2/18/2014,A
1028,PEP,3,6/29/2015,A
1029,PEP,3,3/30/2011,A
1030,PEP,3,3/27/2012,A
1031,DG,4,6/1/2016,BBB
1032,DG,4,4/8/2013,BBB
1033,DG,4,6/27/2012,BB
1034,CPB,1,9/9/2013,A
1035,CPB,1,9/10/2014,A
1036,CPB,1,12/10/2015,A
1037,CPB,4,6/15/2012,A
1038,CPB,4,7/30/2012,A
1039,AMC,3,8/3/2016,B
1040,OMC,1,10/27/2014,A
1041,OMC,1,8/5/2015,A
1042,OMC,1,10/25/2013,A
1043,CLMT,3,2/8/2016,B
1044,CLMT,3,8/13/2014,B
1045,CLMT,3,10/18/2016,CCC
1046,CLMT,3,3/26/2014,B
1047,CLMT,3,8/21/2012,B
1048,CLR,3,5/27/2014,BBB
1049,CLR,3,4/30/2015,BBB
1050,CLR,3,4/14/2016,BB
1051,CLR,3,4/2/2013,BB
1052,CLR,3,3/5/2012,BB
1053,SPGI,2,5/21/2015,BBB
1054,SPGI,1,11/17/2015,A
1055,SPGI,4,2/14/2013,BBB
1056,SPGI,1,5/20/2014,A
1057,SPGI,2,9/19/2016,BBB
1058,HST,3,1/30/2015,BBB
1059,HST,3,11/14/2011,BB
1060,HST,3,12/16/2016,BBB
1061,HST,3,11/6/2015,BBB
1062,HST,3,2/21/2013,BBB
1063,HST,3,1/23/2014,BBB
1064,ATI,4,11/6/2015,B
1065,ATI,4,6/15/2012,BBB
1066,ATI,4,11/5/2014,BB
1067,ATI,4,7/9/2013,BBB
1068,OLN,4,6/15/2012,BB
1069,OLN,1,12/26/2013,BBB
1070,OLN,1,11/17/2015,BB
1071,OLN,1,12/5/2014,BBB
1072,OLN,4,8/9/2012,BB
1073,BLL,1,5/29/2015,BBB
1074,BLL,2,6/15/2012,BBB
1075,BLL,3,11/30/2015,BB
1076,BLL,1,7/26/2013,BB
1077,BLL,3,7/5/2016,BBB
1078,OC,3,8/3/2016,BBB
1079,OC,1,10/30/2015,BBB
1080,OC,1,10/28/2014,BBB
1081,OC,4,6/15/2012,BB
1082,OC,3,8/16/2013,BBB
1083,OC,3,10/26/2012,BBB
1084,IAC,3,3/22/2013,BB
1085,IAC,3,2/25/2014,BB
1086,IAC,3,10/19/2015,BB
1087,IAC,3,2/13/2015,BB
1088,DVN,1,12/6/2013,A
1089,DVN,3,3/18/2016,BBB
1090,DVN,3,3/29/2011,BBB
1091,DVN,1,8/26/2014,A
1092,DVN,4,6/15/2012,BBB
1093,DVN,1,6/19/2013,A
1094,CENX,1,3/31/2015,BB
1095,CENX,1,9/5/2013,B
1096,CENX,1,12/4/2015,B
1097,CENX,4,6/15/2012,CCC
1098,TMO,1,7/30/2015,BBB
1099,TMO,1,2/4/2015,BBB
1100,TMO,1,2/11/2014,BBB
1101,TMO,4,8/4/2016,BBB
1102,TMO,2,7/16/2012,BBB
1103,TMO,2,6/15/2012,A
1104,SNA,1,5/6/2014,A
1105,SNA,1,10/29/2015,A
1106,SNA,4,6/15/2012,BBB
1107,BWA,1,1/10/2014,A
1108,BWA,1,8/8/2014,A
1109,BWA,4,6/15/2012,BBB
1110,BWA,1,11/6/2015,A
1111,LLY,2,5/26/2015,A
1112,LLY,1,8/5/2013,AA
1113,LLY,1,10/28/2015,A
1114,HLX,1,7/23/2014,BBB
1115,HLX,1,7/29/2013,B
1116,HLX,1,7/22/2015,BB
1117,PAG,3,5/11/2016,B
1118,PAG,3,8/26/2014,B
1119,PAG,3,8/12/2016,B
1120,PAG,3,6/27/2013,B
1121,ROCK,3,1/26/2016,BB
1122,ROCK,3,1/24/2014,BB
1123,ROCK,3,1/16/2013,BB
1124,ROCK,3,1/28/2015,BB
1125,PHI,3,9/9/2014,BBB
1126,PHI,3,12/20/2013,BBB
1127,PHI,2,3/28/2013,BBB
1128,PHI,3,12/16/2011,BB
1129,PHI,3,3/15/2011,BB
1130,PHI,3,12/19/2016,BBB
1131,PHI,3,6/1/2016,BBB
1132,GEL,4,2/5/2013,B
1133,GEL,3,8/20/2013,BB
1134,GEL,4,5/14/2015,B
1135,GEL,4,7/16/2015,B
1136,GEL,4,6/15/2012,B
1137,PCAR,3,12/18/2015,A
1138,PCAR,1,8/7/2013,A
1139,PCAR,3,5/20/2015,A
1140,PCAR,4,6/15/2012,A
1141,PCAR,3,5/14/2013,A
1142,PCAR,3,5/31/2011,A
1143,BRFS,3,5/19/2015,BBB
1144,BRFS,3,6/3/2013,BBB
1145,BRFS,3,5/15/2014,BBB
1146,BRFS,3,5/31/2012,BBB
1147,VMC,1,9/18/2015,BBB
1148,VMC,1,12/27/2013,B
1149,VMC,1,12/4/2014,BB
1150,VMC,4,7/12/2012,BB
1151,TEL,1,11/2/2015,A
1152,TEL,1,5/1/2014,A
1153,TEL,1,2/18/2015,A
1154,BIDU,4,6/22/2015,A
1155,BIDU,4,7/30/2013,A
1156,BIDU,4,11/5/2012,A
1157,VRSN,3,3/23/2015,BB
1158,VRSN,3,4/8/2013,BB
1159,VRSN,3,4/16/2014,BB
1160,VRSN,3,4/14/2016,BB
1161,BZH,3,3/11/2016,CCC
1162,BZH,3,5/24/2011,CCC
1163,BZH,3,7/31/2014,CCC
1164,BZH,3,9/27/2016,B
1165,BZH,3,1/29/2013,CCC
1166,BZH,3,9/16/2013,CCC
1167,BMY,1,10/31/2013,A
1168,BMY,1,8/4/2014,A
1169,BMY,1,11/11/2015,A
1170,BMY,4,6/15/2012,A
1171,BMY,2,7/3/2012,A
1172,HZN,3,7/10/2015,B
1173,HZN,3,9/6/2016,B
1174,ATO,1,8/26/2014,BBB
1175,ATO,1,8/12/2013,BBB
1176,ATO,4,6/15/2012,BBB
1177,ATO,1,9/24/2015,A
1178,ATO,4,1/8/2013,BBB
1179,GIS,3,9/11/2014,BBB
1180,GIS,3,9/2/2011,BBB
1181,GIS,3,9/19/2016,BBB
1182,GIS,3,9/22/2015,BBB
1183,GIS,3,9/25/2012,BBB
1184,GIS,3,8/21/2013,BBB
1185,CBB,1,3/12/2013,B
1186,CBB,1,6/13/2014,B
1187,CBB,1,9/10/2015,B
1188,CBB,1,3/2/2015,B
1189,CBB,3,9/13/2016,B
1190,CBB,4,6/15/2012,BB
1191,HSC,4,3/14/2013,BB
1192,HSC,1,11/23/2015,BB
1193,HSC,4,6/15/2012,BBB
1194,HSC,1,12/18/2014,BB
1195,HSC,1,3/19/2014,BB
1196,HSC,4,10/18/2016,BB
1197,JCI,1,2/28/2014,A
1198,JCI,4,11/28/2016,BBB
1199,JCI,1,8/24/2015,AA
1200,JCI,1,7/30/2014,AA
1201,JCI,1,4/29/2013,BBB
1202,LYV,3,10/26/2016,B
1203,LYV,3,5/19/2014,B
1204,LYV,3,4/7/2016,B
1205,LYV,3,3/27/2015,B
1206,ARCO,4,6/15/2012,BB
1207,ARCO,2,9/25/2013,BBB
1208,ARCO,4,3/8/2016,B
1209,ARCO,2,6/15/2015,BB
1210,GLW,4,6/15/2012,A
1211,GLW,4,10/28/2015,BBB
1212,GLW,4,11/13/2013,A
1213,GLW,4,10/26/2012,A
1214,GLW,4,5/5/2015,A
1215,BKH,4,6/15/2012,BBB
1216,BKH,4,8/11/2016,BBB
1217,BKH,4,1/30/2014,BBB
1218,BKH,4,1/11/2016,BBB
1219,BKH,4,8/12/2014,BBB
1220,OTTR,1,11/25/2015,BBB
1221,OTTR,1,4/1/2014,BB
1222,OTTR,1,12/4/2014,BB
1223,OTTR,4,6/15/2012,BBB
1224,POL,1,5/27/2015,BBB
1225,POL,1,5/28/2014,BBB
1226,POL,1,10/29/2015,BBB
1227,CMC,1,7/17/2013,BBB
1228,CMC,1,9/3/2014,BB
1229,CMC,1,11/4/2015,BB
1230,CMC,4,5/6/2013,BB
1231,SON,1,7/22/2014,A
1232,SON,1,7/23/2013,BBB
1233,SON,1,8/25/2015,A
1234,SON,4,6/15/2012,BBB
1235,SO,4,8/23/2013,BBB
1236,SO,4,8/20/2014,BBB
1237,SO,4,9/13/2016,BBB
1238,SHW,4,12/4/2012,A
1239,SHW,4,7/28/2015,A
1240,NM,3,5/15/2015,B
1241,NM,3,6/10/2016,B
1242,NM,3,10/31/2012,B
1243,NM,3,10/24/2011,B
1244,NM,3,11/14/2013,BB
1245,NM,3,1/13/2011,B
1246,NGL,3,1/15/2016,BB
1247,NGL,3,10/17/2016,BB
1248,TRGP,3,2/4/2016,B
1249,CCLP,4,3/21/2016,CCC
1250,CCLP,3,3/19/2015,B
1251,CCLP,3,7/15/2016,B
1252,CDK,3,12/15/2015,BBB
1253,CDK,3,10/20/2016,BBB
1254,ITW,1,1/30/2014,A
1255,ITW,3,3/26/2015,A
1256,ITW,3,3/25/2016,A
1257,ITW,3,3/20/2013,A
1258,MKL,4,3/29/2016,BBB
1259,MKL,4,3/5/2013,BBB
1260,MKL,4,6/27/2012,BBB
1261,NS,4,11/17/2016,BB
1262,LKQ,4,4/29/2013,BB
1263,LKQ,4,12/5/2014,BB
1264,LKQ,3,3/1/2016,B
1265,LKQ,4,6/15/2012,BB
1266,BTE,4,2/3/2016,CCC
1267,BTE,3,2/10/2014,CCC
1268,BTE,3,7/10/2014,BB
1269,BTE,4,7/10/2012,B
1270,CR,4,12/10/2013,BBB
1271,CR,1,11/3/2014,A
1272,CR,4,6/15/2012,BBB
1273,CR,1,11/6/2015,A
1274,SSNC,3,6/19/2015,BB
1275,SSNC,3,1/11/2016,BB
1276,SSNC,3,12/14/2016,BB
1277,DAN,1,8/13/2015,BBB
1278,DAN,1,8/21/2013,BBB
1279,DAN,1,7/31/2014,BBB
1280,MMP,1,3/23/2015,A
1281,MMP,1,12/30/2013,BBB
1282,MMP,1,11/11/2015,A
1283,MMP,3,8/31/2010,BBB
1284,MMP,3,8/18/2016,BBB
1285,MMP,3,7/29/2011,BBB
1286,MMP,3,7/24/2012,BBB
1287,CVE,3,4/21/2015,BBB
1288,CVE,3,6/7/2012,BBB
1289,CVE,3,3/27/2013,BBB
1290,CVE,4,2/18/2016,BB
1291,CVE,3,9/21/2016,BBB
1292,CVE,4,8/12/2013,BBB
1293,CVE,3,1/28/2011,BBB
1294,KMI,3,8/11/2014,BB
1295,KMI,3,5/24/2012,BB
1296,DOOR,3,3/9/2015,BB
1297,WWW,3,8/17/2016,BB
1298,WWW,3,8/31/2015,BBB
1299,WWW,4,9/24/2012,B
1300,BECN,3,11/30/2015,B
1301,RRC,3,3/4/2013,BB
1302,RRC,3,9/22/2016,BB
1303,RRC,3,5/5/2016,BB
1304,RRC,1,5/29/2014,BB
1305,RRC,1,11/17/2014,BB
1306,WRB,4,7/30/2014,BBB
1307,WRB,4,6/15/2012,BBB
1308,WRB,4,3/10/2016,BBB
1309,WRB,4,4/25/2013,BBB
1310,JWN,3,1/7/2016,A
1311,SCI,4,6/17/2013,B
1312,SCI,1,3/10/2014,BB
1313,SCI,1,11/4/2014,BB
1314,SCI,4,6/15/2012,BBB
1315,SCI,1,9/11/2015,BBB
1316,MTDR,3,2/9/2016,B
1317,LXU,3,11/6/2015,B
1318,LXU,3,7/5/2016,B
1319,LXU,3,7/29/2014,B
1320,LXU,3,8/27/2013,B
1321,FLS,4,10/28/2013,BBB
1322,FLS,2,3/10/2015,BBB
1323,FLS,1,9/3/2015,A
1324,FLS,2,10/4/2016,BBB
1325,FLS,4,9/6/2012,BBB
1326,FLS,2,6/15/2012,BB
1327,FLR,1,11/24/2014,A
1328,FLR,1,3/18/2014,A
1329,FLR,4,3/14/2016,A
1330,FLR,2,6/15/2012,A
1331,BC,4,6/23/2014,BB
1332,BC,4,6/15/2012,BB
1333,BC,4,6/22/2016,BBB
1334,BC,1,7/30/2014,BBB
1335,BC,2,9/2/2016,BBB
1336,HSY,4,8/2/2016,A
1337,HSY,4,8/18/2015,A
1338,HSY,4,5/14/2013,A
1339,HSY,4,8/2/2013,A
1340,BDC,3,3/27/2014,B
1341,BDC,3,3/25/2015,B
1342,BDC,4,3/11/2013,BB
1343,BDC,3,7/20/2016,B
1344,BDC,3,3/20/2016,B
1345,SLCA,3,7/12/2013,BB
1346,SLCA,3,3/29/2016,B
1347,SLCA,3,9/8/2014,BB
1348,SLCA,3,9/23/2016,B
1349,TWI,3,5/11/2016,B
1350,TWI,3,11/21/2014,BB
1351,TWI,3,9/24/2013,B
1352,TWI,3,8/24/2016,B
1353,AMAT,4,6/15/2012,A
1354,AMAT,4,9/21/2015,A
1355,CIEN,1,9/30/2015,B
1356,CIEN,1,9/5/2013,B
1357,ECL,1,11/4/2014,BBB
1358,ECL,1,1/10/2014,BBB
1359,ECL,1,8/10/2015,BBB
1360,ECL,4,12/1/2016,BBB
1361,FTS,4,11/16/2016,BBB
1362,FTS,3,2/9/2016,BBB
1363,PXD,4,11/30/2015,BBB
1364,PXD,4,6/15/2012,BBB
1365,LEA,4,3/11/2014,BB
1366,LEA,1,5/13/2015,BBB
1367,LEA,1,11/9/2015,A
1368,LEA,4,9/22/2016,BBB
1369,LEA,4,6/15/2012,BB
1370,LEA,3,1/14/2013,BB
1371,TEVA,3,7/13/2016,BBB
